iter	Passed	Remaining
153	1006	8800
154	1015	8813
155	1025	8834
156	1032	8835
157	1058	8989
158	1067	9001
159	1074	9002
160	1086	9032
161	1130	9335
162	1160	9520
163	1182	9629
164	1190	9632
165	1194	9601
166	1198	9570
167	1204	9546
168	1213	9557
169	1217	9526
170	1221	9494
171	1227	9480
172	1231	9449
173	1236	9419
174	1240	9393
175	1245	9368
176	1250	9349
177	1259	9354
178	1267	9356
179	1274	9345
180	1279	9320
181	1283	9291
182	1288	9269
183	1292	9243
184	1296	9217
185	1300	9189
186	1305	9165
187	1309	9141
188	1314	9115
189	1317	9086
190	1322	9061
191	1326	9038
192	1331	9014
193	1335	8990
194	1339	8963
195	1343	8936
196	1347	8912
197	1351	8887
198	1355	8862
199	1359	8836
200	1363	8809
201	1367	8789
202	1372	8768
203	1376	8745
204	1380	8720
205	1384	8697
206	1389	8677
207	1393	8653
208	1396	8628
209	1401	8608
210	1405	8586
211	1409	8565
212	1413	8543
213	1418	8522
214	1422	8500
215	1426	8479
216	1431	8460
217	1434	8437
218	1438	8416
219	1442	8394
220	1447	8376
221	1452	8360
222	1460	8366
223	1483	8448
224	1491	8453
225	1499	8455
226	1508	8460
227	1517	8467
228	1527	8477
229	1535	8480
230	1545	8492
231	1552	8486
232	1556	8466
233	1561	8450
234	1568	8440
235	1573	8426
236	1578	8411
237	1583	8398
238	1589	8384
239	1593	8366
240	1598	8349
241	1602	8328
242	1606	8309
243	1610	8292
244	1615	8276
245	1619	8256
246	1623	8237
247	1628	8219
248	1632	8199
249	1636	8183
250	1641	8167
251	1645	8146
252	1653	8150
253	1659	8139
254	1664	8128
255	1670	8115
256	1675	8101
257	1679	8083
258	1683	8064
259	1687	8047
260	1692	8032
261	1697	8021
262	1701	8004
263	1706	7988
264	1710	7972
265	1715	7956
266	1720	7945
267	1724	7926
268	1728	7908
269	1731	7890
270	1736	7877
271	1740	7859
272	1745	7844
273	1749	7827
274	1753	7810
275	1757	7794
276	1761	7777
277	1765	7761
278	1770	7746
279	1773	7728
280	1777	7712
281	1782	7697
282	1786	7682
283	1790	7666
284	1794	7650
285	1799	7638
286	1803	7622
287	1807	7607
288	1812	7592
289	1816	7580
290	1820	7564
291	1824	7548
292	1828	7533
293	1832	7517
294	1837	7504
295	1845	7505
296	1851	7498
297	1857	7492
298	1862	7480
299	1867	7468
300	1871	7454
301	1875	7438
302	1880	7429
303	1885	7416
304	1890	7405
305	1894	7393
306	1899	7380
307	1903	7365
308	1907	7351
309	1911	7336
310	1915	7321
311	1919	7309
312	1923	7295
313	1928	7282
314	1931	7267
315	1945	7287
316	1950	7278
317	1954	7264
318	1959	7252
319	1963	7238
320	1967	7224
321	1970	7209
322	1974	7195
323	1978	7182
324	1982	7169
325	1986	7155
326	1990	7141
327	1994	7127
328	1999	7115
329	2003	7102
330	2007	7090
331	2011	7077
332	2015	7063
333	2020	7052
334	2024	7039
335	2028	7026
336	2035	7025
337	2044	7029
338	2050	7022
339	2054	7010
340	2059	7000
341	2064	6991
342	2068	6978
343	2072	6965
344	2076	6953
345	2081	6941
346	2085	6930
347	2089	6918
348	2093	6905
349	2098	6893
350	2103	6885
351	2108	6875
352	2112	6863
353	2116	6853
354	2121	6841
355	2125	6830
356	2129	6817
357	2133	6806
358	2139	6800
359	2144	6791
360	2148	6780
361	2152	6767
362	2156	6755
363	2160	6744
364	2166	6735
365	2169	6723
366	2173	6711
367	2178	6700
368	2183	6691
369	2187	6680
370	2191	6668
371	2195	6656
372	2199	6645
373	2203	6635
374	2208	6624
375	2212	6613
376	2216	6602
377	2220	6591
378	2225	6581
379	2231	6576
380	2239	6576
381	2247	6578
382	2252	6570
383	2258	6562
384	2262	6552
385	2266	6542
386	2271	6532
387	2275	6521
388	2280	6513
389	2286	6506
390	2290	6496
391	2294	6485
392	2298	6474
393	2302	6462
394	2306	6451
395	2310	6440
396	2314	6429
397	2318	6418
398	2322	6408
399	2327	6399
400	2337	6405
401	2351	6422
402	2360	6425
403	2368	6426
404	2376	6424
405	2383	6423
406	2393	6427
407	2401	6427
408	2407	6421
409	2411	6411
410	2416	6402
411	2421	6394
412	2426	6387
413	2435	6389
414	2441	6383
415	2445	6373
416	2450	6363
417	2455	6357
418	2459	6346
419	2463	6335
420	2467	6325
421	2472	6315
422	2476	6305
423	2480	6293
424	2484	6283
425	2488	6273
426	2493	6264
427	2497	6256
428	2504	6252
429	2508	6242
430	2512	6232
431	2517	6223
432	2522	6214
433	2525	6204
434	2529	6193
435	2534	6185
436	2538	6175
437	2542	6165
438	2546	6155
439	2550	6144
440	2555	6135
441	2558	6124
442	2562	6115
443	2567	6107
444	2571	6096
445	2576	6088
446	2580	6079
447	2584	6068
448	2588	6058
449	2592	6049
450	2597	6040
451	2602	6033
452	2606	6024
453	2610	6014
454	2615	6006
455	2619	5996
456	2626	5994
457	2634	5993
458	2638	5984
459	2642	5974
460	2647	5967
461	2652	5959
462	2656	5950
463	2661	5942
464	2665	5932
465	2669	5923
466	2674	5915
467	2678	5907
468	2682	5897
469	2686	5887
470	2691	5880
471	2696	5872
472	2700	5863
473	2704	5854
474	2708	5845
475	2712	5835
476	2717	5827
477	2721	5818
478	2726	5810
479	2730	5801
480	2734	5792
481	2739	5785
482	2743	5775
483	2747	5766
484	2751	5757
485	2755	5748
486	2759	5739
487	2763	5731
488	2768	5722
489	2772	5714
490	2777	5706
491	2780	5697
492	2784	5688
493	2788	5678
494	2792	5669
495	2796	5661
496	2800	5651
497	2804	5643
498	2808	5634
499	2815	5630
500	2823	5630
501	2830	5626
502	2833	5616
503	2838	5609
504	2843	5602
505	2847	5594
506	2852	5586
507	2856	5577
508	2860	5569
509	2864	5560
510	2868	5551
511	2872	5543
512	2876	5534
513	2881	5526
514	2885	5519
515	2890	5512
516	2895	5505
517	2899	5497
518	2914	5509
519	2922	5506
520	2926	5498
521	2930	5489
522	2933	5480
523	2937	5471
524	2942	5464
525	2946	5455
526	2949	5446
527	2953	5437
528	2957	5429
529	2962	5422
530	2966	5413
531	2970	5405
532	2974	5397
533	2979	5389
534	2983	5381
535	2987	5373
536	2991	5364
537	2995	5357
538	3000	5348
539	3004	5341
540	3009	5333
541	3016	5332
542	3024	5331
543	3030	5324
544	3033	5316
545	3038	5308
546	3043	5302
547	3048	5295
548	3052	5287
549	3056	5279
550	3060	5271
551	3065	5263
552	3068	5255
553	3072	5247
554	3077	5240
555	3082	5233
556	3087	5226
557	3091	5219
558	3095	5211
559	3099	5203
560	3103	5195
561	3108	5187
562	3111	5178
563	3115	5170
564	3119	5161
565	3123	5154
566	3127	5146
567	3132	5139
568	3136	5131
569	3140	5123
570	3145	5118
571	3149	5110
572	3153	5102
573	3158	5095
574	3162	5087
575	3168	5082
576	3173	5076
577	3177	5068
578	3182	5061
579	3187	5055
580	3191	5047
581	3195	5040
582	3199	5032
583	3208	5032
584	3217	5033
585	3223	5027
586	3228	5021
587	3232	5014
588	3238	5008
589	3243	5002
590	3247	4995
591	3251	4987
592	3255	4979
593	3260	4972
594	3264	4965
595	3268	4958
596	3273	4951
597	3278	4945
598	3283	4938
599	3288	4932
600	3293	4925
601	3298	4920
602	3312	4927
603	3322	4928
604	3333	4930
605	3341	4929
606	3352	4932
607	3360	4930
608	3371	4932
609	3379	4930
610	3384	4924
611	3388	4916
612	3393	4910
613	3399	4904
614	3405	4901
615	3416	4902
616	3421	4896
617	3425	4888
618	3429	4881
619	3436	4877
620	3441	4870
621	3445	4863
622	3450	4856
623	3455	4850
624	3459	4843
625	3464	4837
626	3468	4829
627	3473	4823
628	3479	4817
629	3484	4811
630	3488	4804
631	3493	4798
632	3499	4792
633	3504	4787
634	3509	4780
635	3514	4774
636	3518	4767
637	3523	4760
638	3528	4753
639	3532	4746
640	3538	4741
641	3542	4734
642	3546	4726
643	3550	4719
644	3555	4713
645	3560	4706
646	3564	4699
647	3568	4691
648	3572	4684
649	3577	4677
650	3580	4670
651	3585	4662
652	3588	4655
653	3592	4647
654	3597	4641
655	3606	4639
656	3614	4638
657	3619	4631
658	3624	4625
659	3628	4618
660	3634	4612
661	3639	4606
662	3644	4600
663	3649	4594
664	3654	4588
665	3658	4581
666	3662	4574
667	3667	4567
668	3671	4560
669	3677	4555
670	3682	4549
671	3687	4543
672	3692	4537
673	3697	4531
674	3703	4526
675	3708	4519
676	3713	4514
677	3719	4509
678	3723	4502
679	3728	4496
680	3733	4490
681	3738	4484
682	3743	4477
683	3746	4470
684	3750	4462
685	3755	4455
686	3759	4448
687	3764	4442
688	3768	4436
689	3772	4428
690	3776	4421
691	3782	4416
692	3786	4409
693	3797	4410
694	3807	4409
695	3813	4404
696	3818	4398
697	3823	4393
698	3829	4387
699	3833	4381
700	3838	4374
701	3843	4369
702	3848	4362
703	3852	4356
704	3861	4354
705	3865	4347
706	3869	4340
707	3887	4348
708	3895	4346
709	3900	4340
710	3905	4333
711	3909	4326
712	3913	4319
713	3918	4313
714	3922	4306
715	3926	4299
716	3930	4292
717	3934	4285
718	3939	4278
719	3943	4272
720	3947	4264
721	3952	4258
722	3956	4251
723	3960	4245
724	3965	4238
725	3969	4232
726	3973	4225
727	3977	4218
728	3981	4211
729	3986	4204
730	3990	4197
731	3998	4195
732	4007	4193
733	4013	4188
734	4017	4181
735	4022	4175
736	4027	4169
737	4031	4162
738	4035	4156
739	4040	4149
740	4045	4143
741	4050	4137
742	4054	4130
743	4057	4123
744	4061	4116
745	4066	4109
746	4070	4102
747	4073	4095
748	4077	4088
749	4082	4082
750	4086	4075
751	4090	4069
752	4095	4062
753	4100	4057
754	4106	4052
755	4110	4045
756	4115	4039
757	4119	4032
758	4123	4026
759	4128	4019
760	4132	4013
761	4136	4006
762	4140	3999
763	4144	3992
764	4149	3986
765	4153	3979
766	4156	3972
767	4160	3965
768	4165	3959
769	4169	3952
770	4173	3946
771	4178	3939
772	4182	3933
773	4186	3926
774	4190	3919
775	4199	3917
776	4206	3914
777	4211	3907
778	4215	3901
779	4220	3895
780	4224	3889
781	4229	3883
782	4234	3877
783	4238	3870
784	4243	3864
785	4247	3858
786	4251	3851
787	4255	3844
788	4259	3838
789	4263	3831
790	4267	3825
791	4272	3819
792	4278	3814
793	4285	3810
794	4296	3809
795	4304	3806
796	4313	3804
797	4321	3801
798	4333	3801
799	4341	3799
800	4350	3796
801	4356	3791
802	4361	3785
803	4365	3779
804	4370	3773
805	4375	3767
806	4379	3760
807	4383	3754
808	4387	3747
809	4391	3740
810	4399	3737
811	4405	3733
812	4412	3728
813	4417	3722
814	4422	3717
815	4426	3710
816	4430	3704
817	4435	3698
818	4440	3692
819	4444	3685
820	4448	3678
821	4451	3672
822	4456	3665
823	4460	3658
824	4463	3652
825	4467	3645
826	4471	3638
827	4475	3632
828	4479	3625
829	4484	3620
830	4488	3613
831	4492	3606
832	4496	3600
833	4501	3594
834	4505	3588
835	4509	3581
836	4513	3575
837	4518	3569
838	4523	3563
839	4527	3556
840	4531	3550
841	4535	3544
842	4540	3538
843	4545	3532
844	4550	3526
845	4554	3520
846	4558	3514
847	4563	3508
848	4567	3502
849	4572	3496
850	4575	3489
851	4580	3483
852	4585	3478
853	4590	3472
854	4598	3468
855	4606	3465
856	4611	3459
857	4615	3453
858	4619	3447
859	4623	3440
860	4627	3434
861	4632	3428
862	4636	3422
863	4640	3416
864	4644	3409
865	4649	3403
866	4653	3397
867	4657	3391
868	4661	3384
869	4665	3378
870	4669	3372
871	4673	3366
872	4677	3359
873	4682	3353
874	4686	3347
875	4691	3341
876	4695	3335
877	4699	3329
878	4703	3322
879	4707	3316
880	4712	3310
881	4716	3304
882	4720	3298
883	4724	3292
884	4730	3286
885	4735	3281
886	4739	3275
887	4743	3269
888	4747	3263
889	4752	3257
890	4756	3251
891	4761	3245
892	4765	3239
893	4769	3232
894	4774	3227
895	4777	3220
896	4783	3215
897	4790	3211
898	4801	3209
899	4805	3203
900	4809	3197
901	4816	3192
902	4820	3186
903	4824	3180
904	4828	3174
905	4832	3168
906	4836	3162
907	4891	3189
908	4897	3184
909	4907	3181
910	4911	3175
911	4915	3169
912	4920	3163
913	4924	3157
914	4929	3151
915	4934	3146
916	4938	3139
917	4942	3133
918	4947	3127
919	4951	3121
920	4955	3115
921	4960	3109
922	4963	3103
923	4968	3097
924	4972	3090
925	4976	3084
926	4983	3080
927	4990	3076
928	4996	3071
929	5001	3065
930	5005	3059
931	5010	3053
932	5014	3047
933	5019	3041
934	5023	3035
935	5027	3029
936	5032	3023
937	5036	3017
938	5040	3011
939	5044	3005
940	5048	2999
941	5052	2993
942	5058	2988
943	5063	2982
944	5067	2976
945	5071	2970
946	5076	2964
947	5082	2959
948	5086	2953
949	5092	2948
950	5097	2942
951	5101	2936
952	5106	2930
953	5110	2925
954	5116	2919
955	5120	2914
956	5126	2908
957	5131	2903
958	5136	2897
959	5141	2892
960	5146	2886
961	5151	2880
962	5156	2875
963	5162	2870
964	5167	2865
965	5173	2859
966	5179	2855
967	5189	2851
968	5195	2847
969	5201	2842
970	5206	2836
971	5211	2831
972	5216	2825
973	5221	2819
974	5227	2814
975	5231	2808
976	5235	2802
977	5239	2796
978	5244	2791
979	5249	2785
980	5253	2779
981	5259	2774
982	5264	2768
983	5268	2762
984	5273	2757
985	5277	2751
986	5282	2745
987	5293	2742
988	5302	2739
989	5314	2737
990	5324	2734
991	5341	2735
992	5351	2732
993	5361	2729
994	5368	2724
995	5374	2719
996	5382	2715
997	5393	2712
998	5397	2706
999	5403	2701
1000	5408	2695
1001	5413	2690
1002	5417	2684
1003	5423	2679
1004	5428	2673
1005	5434	2668
1006	5440	2663
1007	5445	2658
1008	5451	2652
1009	5455	2646
1010	5459	2640
1011	5464	2635
1012	5469	2629
1013	5473	2623
1014	5477	2617
1015	5484	2612
1016	5491	2607
1017	5497	2602
1018	5502	2597
1019	5507	2591
1020	5512	2586
1021	5517	2580
1022	5523	2575
1023	5527	2569
1024	5532	2563
1025	5537	2558
1026	5541	2552
1027	5545	2546
1028	5549	2540
1029	5555	2534
1030	5560	2529
1031	5564	2523
1032	5574	2519
1033	5585	2517
1034	5591	2512
1035	5596	2506
1036	5601	2500
1037	5606	2495
1038	5610	2489
1039	5615	2483
1040	5619	2477
1041	5625	2472
1042	5629	2466
1043	5634	2461
1044	5639	2455
1045	5644	2450
1046	5649	2444
1047	5657	2440
1048	5661	2434
1049	5665	2428
1050	5669	2422
1051	5674	2416
1052	5678	2410
1053	5684	2405
1054	5688	2399
1055	5693	2393
1056	5697	2387
1057	5701	2381
1058	5705	2375
1059	5709	2369
1060	5714	2364
1061	5718	2358
1062	5722	2352
1063	5727	2346
1064	5731	2340
1065	5735	2335
1066	5739	2329
1067	5743	2323
1068	5747	2317
1069	5752	2311
1070	5757	2306
1071	5761	2300
1072	5765	2294
1073	5773	2289
1074	5781	2285
1075	5787	2280
1076	5791	2274
1077	5796	2269
1078	5801	2263
1079	5806	2257
1080	5810	2252
1081	5815	2246
1082	5819	2240
1083	5823	2234
1084	5827	2229
1085	5832	2223
1086	5836	2217
1087	5841	2211
1088	5845	2206
1089	5849	2200
1090	5872	2201
1091	5878	2196
1092	5887	2192
1093	5891	2186
1094	5897	2181
1095	5902	2175
1096	5906	2169
1097	5910	2163
1098	5914	2158
1099	5919	2152
1100	5923	2146
1101	5928	2141
1102	5932	2135
1103	5935	2129
1104	5939	2123
1105	5943	2117
1106	5947	2111
1107	5951	2105
1108	5956	2099
1109	5963	2095
1110	5969	2090
1111	5976	2085
1112	5981	2079
1113	5986	2074
1114	5991	2068
1115	5995	2062
1116	6000	2057
1117	6004	2051
1118	6008	2045
1119	6011	2039
1120	6020	2035
1121	6024	2029
1122	6028	2023
1123	6035	2019
1124	6042	2014
1125	6047	2008
1126	6051	2002
1127	6058	1997
1128	6062	1992
1129	6067	1986
1130	6074	1981
1131	6081	1977
1132	6087	1972
1133	6094	1966
1134	6100	1961
1135	6107	1956
1136	6112	1951
1137	6119	1946
1138	6128	1942
1139	6134	1937
1140	6140	1932
1141	6148	1927
1142	6156	1922
1143	6175	1921
1144	6181	1916
1145	6192	1912
1146	6199	1907
1147	6206	1902
1148	6210	1897
1149	6217	1892
1150	6224	1887
1151	6232	1882
1152	6239	1877
1153	6246	1872
1154	6252	1867
1155	6260	1862
1156	6267	1857
1157	6290	1857
1158	6310	1856
1159	6363	1865
1160	6382	1863
1161	6405	1863
1162	6419	1860
1163	6425	1854
1164	6431	1849
1165	6439	1844
1166	6445	1839
1167	6451	1833
1168	6459	1828
1169	6466	1823
1170	6471	1818
1171	6479	1813
1172	6485	1807
1173	6490	1802
1174	6495	1796
1175	6503	1791
1176	6516	1788
1177	6521	1782
1178	6528	1777
1179	6536	1772
1180	6543	1767
1181	6553	1763
1182	6566	1759
1183	6584	1757
1184	6590	1751
1185	6599	1747
1186	6604	1741
1187	6610	1735
1188	6617	1730
1189	6623	1725
1190	6628	1719
1191	6633	1714
1192	6640	1708
1193	6646	1703
1194	6652	1697
1195	6660	1692
1196	6664	1687
1197	6668	1681
1198	6675	1675
1199	6684	1671
1200	6688	1665
1201	6697	1660
1202	6702	1654
1203	6710	1649
1204	6715	1643
1205	6719	1637
1206	6723	1632
1207	6727	1626
1208	6731	1620
1209	6735	1614
1210	6740	1608
1211	6744	1602
1212	6748	1596
1213	6752	1590
1214	6757	1585
1215	6764	1579
1216	6771	1574
1217	6777	1569
1218	6784	1563
1219	6789	1558
1220	6793	1552
1221	6798	1546
1222	6803	1540
1223	6807	1534
1224	6812	1529
1225	6817	1523
1226	6821	1517
1227	6826	1511
1228	6830	1506
1229	6834	1500
1230	6838	1494
1231	6864	1493
1232	6870	1487
1233	6879	1482
1234	6883	1477
1235	6887	1471
1236	6892	1465
1237	6897	1459
1238	6901	1453
1239	6905	1447
1240	6909	1442
1241	6913	1436
1242	6917	1430
1243	6922	1424
1244	6926	1418
1245	6930	1412
1246	6934	1406
1247	6938	1401
1248	6942	1395
1249	6947	1389
1250	6951	1383
1251	6956	1377
1252	6963	1372
1253	6971	1367
1254	6979	1362
1255	6984	1356
1256	6988	1351
1257	6993	1345
1258	6997	1339
1259	7002	1333
1260	7008	1328
1261	7013	1322
1262	7017	1316
1263	7022	1311
1264	7026	1305
1265	7030	1299
1266	7035	1293
1267	7039	1288
1268	7044	1282
1269	7048	1276
1270	7052	1270
1271	7056	1264
1272	7060	1259
1273	7064	1253
1274	7069	1247
1275	7073	1241
1276	7077	1235
1277	7081	1230
1278	7086	1224
1279	7090	1218
1280	7094	1212
1281	7099	1207
1282	7102	1201
1283	7107	1195
1284	7111	1189
1285	7116	1184
1286	7121	1178
1287	7125	1172
1288	7130	1167
1289	7134	1161
1290	7138	1155
1291	7142	1149
1292	7146	1144
1293	7150	1138
1294	7155	1132
1295	7163	1127
1296	7168	1121
1297	7175	1116
1298	7180	1111
1299	7185	1105
1300	7190	1099
1301	7195	1094
1302	7199	1088
1303	7205	1082
1304	7210	1077
1305	7214	1071
1306	7219	1066
1307	7223	1060
1308	7227	1054
1309	7231	1048
1310	7235	1043
1311	7240	1037
1312	7244	1031
1313	7249	1026
1314	7253	1020
1315	7258	1014
1316	7269	1010
1317	7278	1005
1318	7286	999
1319	7296	994
1320	7304	989
1321	7314	984
1322	7323	979
1323	7332	974
1324	7338	969
1325	7342	963
1326	7347	957
1327	7351	952
1328	7355	946
1329	7363	941
1330	7370	935
1331	7376	930
1332	7381	924
1333	7385	919
1334	7389	913
1335	7394	907
1336	7398	902
1337	7403	896
1338	7407	890
1339	7411	884
1340	7416	879
1341	7421	873
1342	7426	868
1343	7430	862
1344	7435	856
1345	7439	851
1346	7444	845
1347	7448	839
1348	7452	834
1349	7456	828
1350	7461	822
1351	7465	817
1352	7469	811
1353	7473	805
1354	7478	800
1355	7483	794
1356	7487	788
1357	7491	783
1358	7495	777
1359	7500	772
1360	7503	766
1361	7508	760
1362	7512	755
1363	7516	749
1364	7521	743
1365	7525	738
1366	7529	732
1367	7533	726
1368	7537	721
1369	7541	715
1370	7545	709
1371	7549	704
1372	7553	698
1373	7562	693
1374	7570	688
1375	7575	682
1376	7580	677
1377	7584	671
1378	7589	665
1379	7594	660
1380	7598	654
1381	7604	649
1382	7609	643
1383	7613	638
1384	7617	632
1385	7621	626
1386	7625	621
1387	7629	615
1388	7633	610
1389	7637	604
1390	7642	598
1391	7647	593
1392	7651	587
1393	7655	582
1394	7659	576
1395	7663	570
1396	7668	565
1397	7675	559
1398	7678	554
1399	7683	548
1400	7687	543
1401	7691	537
1402	7695	532
1403	7699	526
1404	7704	520
1405	7708	515
1406	7712	509
1407	7717	504
1408	7721	498
1409	7725	493
1410	7729	487
1411	7733	481
1412	7737	476
1413	7742	470
1414	7747	465
1415	7750	459
1416	7754	454
1417	7763	448
1418	7771	443
1419	7777	438
1420	7782	432
1421	7787	427
1422	7791	421
1423	7796	416
1424	7800	410
1425	7805	405
1426	7809	399
1427	7813	393
1428	7817	388
1429	7821	382
1430	7859	378
1431	7865	373
1432	7889	368
1433	7901	363
1434	7906	358
1435	7912	352
1436	7917	347
1437	7922	341
1438	7927	336
1439	7932	330
1440	7937	325
1441	7943	319
1442	7948	313
1443	7954	308
1444	7966	303
1445	7971	297
1446	7992	292
1447	7999	287
1448	8003	281
1449	8009	276
1450	8014	270
1451	8018	265
1452	8022	259
1453	8026	253
1454	8031	248
1455	8035	242
1456	8039	237
1457	8043	231
1458	8047	226
1459	8051	220
1460	8055	215
1461	8059	209
1462	8063	203
1463	8067	198
1464	8071	192
1465	8075	187
1466	8079	181
1467	8083	176
1468	8087	170
1469	8091	165
1470	8095	159
1471	8099	154
1472	8103	148
1473	8107	143
1474	8111	137
1475	8115	131
1476	8119	126
1477	8123	120
1478	8127	115
1479	8132	109
1480	8137	104
1481	8142	98
1482	8146	93
1483	8150	87
1484	8154	82
1485	8158	76
1486	8166	71
1487	8172	65
1488	8178	60
1489	8185	54
1490	8189	49
1491	8193	43
1492	8198	38
1493	8202	32
1494	8206	27
1495	8210	21
1496	8214	16
1497	8218	10
1498	8222	5
1499	8226	0
